255,255,255,255,255,142,255,104,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 35,255,255,255,255,255,255,255,255,255,255
 89,  3,108, 89, 72,255,255,255, 42,255, 76,255
 17,  0, 15, 15, 16, 45, 23, 63,  6, 54, 17, 26
  0,255,  0,  0,  0,  7,  0,  7,  0,  8,  0,  0
 24,255,  4, 37,  0,  0,  0,  0, 25,  0,  0,  0
255,255,255,255,255,255,255, 40,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 44,255,255,255,255,255,255,255,255,255,255
255,  3,129,157, 95,255,198,255, 49,255, 75,255
 31,  0, 16, 19, 15, 67, 16,189,  8,255, 17, 30
  2,255,  0,  0,  0, 11,  0, 14,  0, 16,  0,  0
