  1,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,150,255,255,  0,118,  0,255,  6,188, 61
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,195,255,255,255,255,255,255,255,255,255,255
255, 12,255,255,255,255,255,255,255,255,255,255
 31,  0, 29, 30, 12,188, 31,255, 13, 56, 27, 41
  0,  2,  0,  0,  0, 19,  0, 32,  0,  3,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
114,255, 72,255,255,  0,255,  0,255,  0, 75, 38
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 37,255,255,255,255,255,255,255,255,255,255
255,  2,255,255, 73,255,255,255,255,255,255,255
 50,  0, 20, 24,  1,255, 15,255, 12, 65, 30, 46
