  0,  0,  0,  0,  0, 18,  4, 14,  0, 15,  1,  4
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
134,255, 13, 54,  2,  0,  0,  0, 21,  0,  0,  0
255,255,255,255,255, 17,255,  1,255, 41,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 12,255,255,255,255,255,255,255,255,255,255
255,  0,255,255,255,255,255,255, 27,255, 77,255
  4,  0,  0,  0,  0, 22,  7, 33,  0, 40,  0,  9
  0,164,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0
 30,255,  1, 23,  0,  0,  1,  0,  1,  0,  0,  0
255,255,255,255,255, 28,255,  0,255,  0,214,146
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  3,255,255,255,255,255,255,255,255,255,255
