  1,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,149,255,145,  0,  1,  0,255,  0,255, 24
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  7,255,255,255,255,255,255,255,255,255,255
  5,  0, 23, 26, 66,255,255,255,  7,255,112, 41
  0,  0,  0,  0,  0, 18,  6,  2,  0,  2,  0,  0
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
 36,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255, 26,105, 40,  0,  0,  0,153,  0, 26, 73
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  2,255,255,255,255,255,255,255,255,255,255
  7,  0, 25,106, 37,255,255,255, 29,255,255, 33
  0,  0,  0,  2,  0, 20, 20,  3,  0, 19,  4,  0
