255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  2,255,255,255,255,255,255,255,255,255,255
  9,  0,  7,  6,  5,255, 18,255,  3,124,  6, 25
  0,  0,  0,  0,  0,  4,  0,  5,  0,  0,  0,  0
  0, 67,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
 17,255,  0,  5,  4,  0,  0,  0,  0,  0,  0,  0
255,255,255,255,255,  0,255,  0,255, 58,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 69,255,255,255,255,255,255,255,255,255,255
255,  0,255,255,100,255,255,255,255,255,255,255
 23,  0,  4, 10,  0,255,  8,255,  6,248, 12, 25
  0,  1,  0,  0,  0,  2,  0,  2,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
 24,255, 80, 97,255,  0,108,  0,  2,  0,  0,  0
