255,  0,255,255,255,255,255,255, 16,255,255,255
  0,  0,  0,  0,  0,255,  0,147,  0,  4,  0,  0
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,  3,  7,  1,  0,  0,  0,  0,  0,  0,  0
255,255,255,255,255,228,255,  3,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  0,255,255,255,255,255,255,218,255,255,255
  0,  0,  0,  0,  0,255,  7,255,  0,101,  0,  0
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  8,255,  1,  3,  8,  0,  0,  0,  3,  0,  1, 87
255,255,255,255,255,255,255,  8,255,255,255,255
