255,255,255,255,255,255,255,255,255,255,255,255
255,  0,255,255,255,255,255,255,255,255,255,255
 35,  0,255,255,255,255,255,255,  1,255,131,255
  0,  0,  0,  0,  0,117,  0, 26,  0,  1,  0,  0
  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,153,178,138,  0, 13,  0, 33,  0, 20, 53
255,255,255,255,255, 44,255,  0,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  1,255,255,255,255,255,255,255,255,255,255
255,  0,255,255,255,255,255,255,  6,255, 47,255
  1,  0,  0,  0,  0,255,  0,255,  0,  2,  0,  0
  0, 43,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,255,255,255,  0, 87,  0,236,  6,255,255
