  0,  1,  0,  0,  0, 15,  0,  6,  0,  6,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255, 72,235, 23,  0,  2,  0,123,  0,  0,  0
255,255,255,255,255,129,255, 29,255,226,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  3,255,255,255,255,255,255,255,255,255,255
 68,  0, 49, 51, 64,255,255,255, 18,255, 44,255
  0,  0,  0,  0,  0, 10,  0, 18,  0, 21,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
160,255, 78,181,  7,  0, 10,  0, 17,  0,  0,  0
255,255,255,255,255,203,255,  0,255, 18,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  3,255,255,255,255,255,255,255,255,255,255
