255, 14,255,255,255,255,255,255,255,255,255,255
 19,  0,255, 99,255,255,255,255, 14,255,255,255
  0,  0,  0,  0,  1, 30, 10, 21,  0,  3,  1,  0
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0
255,255,255,255,255,  8,196,222,255,220,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 14,255,255,255,255,255,255,255,255,255,255
  9,  0, 64,255,255,255,255,255, 30,255,255, 79
  0,  0,  0,  0,  0, 33, 20,  3,  0,  8,  4,  0
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
 15,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,  6, 25, 48,  0,  0,  0,  0,  0,  0,  3
255,255,255,255,255, 70,255,255,255,255,255,255
