255,255,255,255,255,255,255,255,255,255,255,255
255,  0,255,255,255,255,255,255,255,255,255,255
  5,  0,255, 77,255,255,255,255,  0,255,  9,255
  0,  0,  0,  0,  0,  6,  0,  4,  0,  2,  0,  0
  0, 23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,255,255,255,  0, 48,  0,107,  1, 21, 15
255,255,255,255,255,255,255, 27,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  0,255,255,255,255,255,255,255,255,255,255
 12,  0, 10, 36,110,255,255,255,  1,255, 14,255
  0,  0,  0,  0,  0,  3,  0,  4,  0,  2,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,255,255,255,  0,161,  0,255,  7,255,255
