255,255,255,255,255,  0, 30,  0,255,  2,255, 73
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  3,255,255,255,255,255,255,255,255,255,255
  6,  0,176,117,255,255,255,255,  2,255,255,180
  0,  0,  0,  0,  0,  9,  0,  0,  0,  0,  0,  0
  0,  3,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,160,255,255,  0,  1,  1,255,  0,198,255
255,255,255,255,255,125,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  3,255,255,255,255,255,255,255,255,255,255
  0,  0, 10, 81,  8,255,255,255,  6,255,255,  5
  0,  0,  0,  0,  0, 63, 15,  0,  0,  0,  0,  0
  0,146,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
