255, 14,255,255,255,255,255,255,255,255,255,255
150,  1,255,255,255,255,255,255, 10,255,255,255
  3,  0,  5,  3,  5, 57,  6, 12,  0,  8,  7,  7
  2, 17,  4,  2,  4,  4,  6,  6,  1,  8,  5,  8
 89,255,  1,  0,  1,  9,  1,  7,  0,  1,  0,  1
255,255,255,255,255,  1, 13,  0,255,  1,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 69,255,255,255,255,255,255,255,255,255,255
 43, 91,255,255,255,255,255,255, 81,255,255,255
 64,154, 41, 50, 46,255, 67, 37, 87, 58, 78, 68
107,216, 42, 92, 63, 46, 63, 48,169, 57,104, 70
255,255,152,173,205, 75,149,102,194,165,251,226
255,255,255,255,255,135,207,227,255,254,255,255
255,255,255,255,255,255,255,255,255,255,255,255
