    0,    0, 2728,    0, 9882, 7905,10088,11707, 7619,    0, 5055, 2150,  209
    0,    0,  768,    0,10423, 5099,11734,10125, 9887,    0, 1799,  383,   18
    0,    0,   71,    0,10131, 1272,12770, 6493,12227,    0,  427,   15,    0
    0,    0,    1,    0, 7986,  193,13607, 2801,13849,    0,   33,    0,    0
    0,    0,    0,    0, 4766,    8,13339,  677,14093,    0,    0,    0,    0
    0,    0,    0,    0, 1953,    1,11182,   74,13502,    0,    0,    0,    0
    0,    0,    0,    0,  399,    0, 7491,    5,10897,    0,    0,    0,    0
    0,    0,    0,    0,   46,    0, 3576,    0, 6838,    0,    0,    0,    0
    0,    0,    0,    0,    2,    0, 1138,    0, 2653,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,  229,    0,  855,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,   15,    0,   58,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    3,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0,    2,    0,    0,    0
    1,    0,    0,    0,    0,    0,    0,    0,    0,    9,    0,    0,    0
   59,    0,    0,   18,    0,    0,    0,    0,    0,  158,    0,    0,    0
  527,    7,    0,  388,    0,    0,    0,    0,    0,  933,    0,    0,    7
 1678,  182,    0, 1969,    0,    0,    0,    0,    0, 3735,    0,    0,  199
 3478, 1268,    3, 5324,    0,    0,    0,    0,    0, 7685,    0,    4, 2406
 5746, 3474,   68, 7147,    0,    2,    0,    0,    0, 9583,    3,  141, 5494
 7238, 4282,  747, 8572,    0,   86,    0,    0,    0,10645,  123,  864, 6961
 7674, 5092, 2729, 9510,    0,  903,    0,    2,    0,12365, 1232, 3230, 7612
 9783, 5553, 6081,10845,    5, 3497,    0,  129,    0,13569, 3710, 5481,11917
11081, 6684, 8757,10833,  124, 7120,    0,  906,    0,13570, 5561, 7870,16133
10130, 6831, 9602, 9491,  873, 9595,    4, 3704,    0,11037, 7601, 8779,17068
 9493, 6110,10231, 5835, 2787,11503,   66, 7360,    1, 6819, 8376, 9946,12747
 6779, 3210,10925, 2657, 4551,13058,  527, 8940,   16, 2654, 9171,11969, 9773
 2572, 1010,12100,  784, 7281,14454, 2429, 9302,  357,  700,10590,10350, 7247
  279,   63,10016,   95, 9165,14255, 5088, 9552, 2337,   55, 9091, 8481, 3734
    4,    0, 5780,    2,10457,11788, 8271,11858, 5763,    1, 6666, 4928,  641
    0,    0, 2190,    0,11127, 7854,10488,11490, 8698,    0, 2996, 1461,   35
    0,    0,  466,    0,11503, 3899,12049, 8582,10754,    0,  791,  195,    1
    0,    0,   30,    0,11785, 1066,13442, 4629,12648,    0,  100,   18,    0
    0,    0,    0,    0, 8583,  158,13777, 1085,14430,    0,    0,    1,    0
    0,    0,    0,    0, 4509,   15,13665,  159,14835,    0,    0,    0,    0
    0,    0,    0,    0, 1600,    0,11087,    5,13163,    0,    0,    0,    0
    0,    0,    0,    0,  289,    0, 7272,    0,10185,    0,    0,    0,    0
    0,    0,    0,    0,   17,    0, 3153,    0, 5414,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,  979,    0, 1871,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,  122,    0,  417,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    6,    0,   29,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0,    3,    0,    0,    0
   19,    0,    0,    0,    0,    0,    0,    0,    0,   23,    0,    0,    0
  209,    0,    0,   27,    0,    0,    0,    0,    0,  431,    0,    0,    1
  894,   36,    0,  374,    0,    0,    0,    0,    0, 2128,    0,    0,   17
 2439,  520,    0, 1799,    0,    0,    0,    0,    0, 5079,    0,    1,  352
 4587, 1815,    2, 4542,    0,    0,    0,    0,    0, 8458,    0,   14, 2753
 5946, 3508,  139, 7297,    0,   11,    0,    0,    0,10858,   12,  310, 7803
 7589, 4712,  984, 8722,    0,  172,    0,    0,    0,11628,  209, 1259,10784
 9003, 5505, 3572, 9570,    0, 1217,    0,   16,    0,12893, 1169, 3987,11039
10825, 6085, 5953,11153,    5, 4008,    0,  294,    0,13743, 3721, 7601,12041
11315, 6913, 7826,11970,   63, 7599,    0, 1528,    0,12830, 7380, 9127,14286
10612, 6765, 8464, 9970,  457,10630,    5, 4870,    0, 8642, 7717, 9360,15295
 9314, 5029,10401, 6187, 1714,11955,  169, 8195,    2, 3902, 7695,11806,13606
 5439, 2254,11009, 2947, 3673,13189, 1176, 9279,   44, 1057, 9005,14127, 8989
 1733,  432,11187,  717, 5784,14134, 3348, 8509,  725,  107,10405,12568, 4092
  150,   12, 7630,  104, 7769,15494, 6573,10348, 2722,    6, 7859, 8712, 1277
    4,    0, 3701,    7, 8991,11602, 9615,11755, 6542,    0, 3832, 3496,  143
    0,    0,  695,    0, 9759, 7550,12004, 9899, 9419,    0, 1251,  907,    4
    0,    0,   80,    0,11604, 3089,14156, 6385,11117,    0,  228,  105,    0
    0,    0,    4,    0,10959,  771,15336, 2518,12793,    0,    8,    3,    0
    0,    0,    0,    0, 8082,   74,15250,  546,14497,    0,    1,    0,    0
    0,    0,    0,    0, 4087,    5,14176,   41,14612,    0,    0,    0,    0
