255,255,143,255,143,  0,  8,  0,255,  1, 12,  1
255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 20,255,255,255,255,255,255,255,255,255,255
151,  0,255,255,255,255,255,255, 28,255, 64,255
  3,  0,  4,  3,  1, 54, 14, 66,  0, 21,  0,  3
  0, 22,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,255,255,255,  0,102,  0,175,  8,110,255
255,255,255,255,255,255,255,  1,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 11,255,255,255,255,255,255,255,255,255,255
255,  0, 68,255, 45,255,255,255, 27,255, 52,179
  6,  0,  0,  4,  0, 68,  4,217,  0, 31,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
