    0,    0, 1094,    0,10743, 3181,10493,10015, 9790,    0, 4268,  633,   11
    0,    0,  169,    0,10123, 1001,12930, 7753,12338,    0, 1351,   47,    0
    0,    0,    8,    0, 8523,   88,14607, 4315,14612,    0,  196,    0,    0
    0,    0,    0,    0, 5719,    6,13530, 1181,15330,    0,    5,    0,    0
    0,    0,    0,    0, 1898,    0,10868,  100,12715,    0,    0,    0,    0
    0,    0,    0,    0,  334,    0, 8053,    4, 9957,    0,    0,    0,    0
    0,    0,    0,    0,   18,    0, 4076,    0, 6454,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0, 1288,    0, 3052,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,  189,    0,  773,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    7,    0,  117,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,    0,    0,    0,    0,    0,    0,    0,    0,    4,    0,    0,    0
   38,    0,    0,    4,    0,    0,    0,    0,    0,   41,    0,    0,    0
  640,    2,    0,  246,    0,    0,    0,    0,    0,  610,    0,    0,    3
 3041,   93,    0, 2037,    0,    0,    0,    0,    0, 2735,    0,    0,  340
 5236, 1123,    1, 5803,    0,    0,    0,    0,    0, 6715,    0,    7, 1832
 7364, 3369,   90, 7573,    0,   40,    0,    0,    0, 9104,    3,  234, 5936
 9888, 4551,  997, 9341,    0,  681,    0,    0,    0,11326,  172, 1562, 8286
10068, 5273, 3766,13283,    0, 3223,    0,    4,    0,14003, 1263, 4849, 9349
11958, 6525, 7206,11501,    2, 7177,    0,  155,    0,14784, 4048, 6903,12372
11294, 6883, 9590,10072,  117, 9661,    0, 1413,    0,13256, 6292, 8343,16159
 8564, 5948,10718, 8229,  832,11343,    0, 5159,    0,10464, 8196,11192,14272
 5587, 5106,12511, 4966, 3280,14273,   63, 7977,    8, 7290,10061,12136,11476
 2589, 3198,11373, 1622, 6177,15545,  622, 9075,  171, 3216,10890,11543, 9095
  548, 1078, 9945,  316, 8584,12979, 3470,11145, 1717,  909,10214, 9372, 5793
   29,   55, 7376,   22,10332,10196, 6823,12456, 5711,   59, 8574, 6179, 1693
    0,    1, 3701,    0,12342, 7386, 9534,11499, 8827,    0, 5397, 2332,  222
    0,    0,  733,    0,12891, 3243,10921, 9414,10664,    0, 2457,  580,   12
    0,    0,   66,    0,10679,  843,13699, 6478,13386,    0,  522,   55,    0
    0,    0,    1,    0, 8737,   79,15029, 2321,15398,    0,   53,    0,    0
    0,    0,    0,    0, 5323,    0,13317,  367,15105,    0,    1,    0,    0
    0,    0,    0,    0, 1917,    0,10937,   33,14094,    0,    0,    0,    0
    0,    0,    0,    0,  387,    0, 7478,    0, 9834,    0,    0,    0,    0
    0,    0,    0,    0,    8,    0, 3682,    0, 5909,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0, 1192,    0, 2277,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,  197,    0,  536,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    8,    0,   64,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    1,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0,    4,    0,    0,    0
  104,    0,    0,    8,    0,    0,    0,    0,    0,  106,    0,    0,    2
  934,    6,    0,  249,    0,    0,    0,    0,    0, 1191,    0,    0,   18
 3261,  278,    0, 1661,    0,    0,    0,    0,    0, 4292,    0,    1,  409
 6053, 1560,   11, 5146,    0,    0,    0,    0,    0, 8793,    0,   39, 2878
 8550, 3629,  240, 7876,    0,   76,    0,    0,    0, 9847,    2,  706, 6410
11000, 4605, 1823, 9658,    0,  996,    0,    0,    0,11799,  207, 2772, 8584
11237, 5924, 4542,10636,    0, 4055,    0,   38,    0,13775, 1838, 5930,10473
10010, 6828, 7277,11832,    2, 7471,    0,  588,    0,14041, 4704, 7897,13965
 9241, 6821, 8515,12912,   81,10028,    0, 2716,    0,12083, 6931, 8992,15210
 9331, 5960, 9706, 8788,  838,12526,    1, 6155,    0, 8909, 7719,10484,15384
 8196, 5021,10686, 5499, 3105,14873,  110, 8489,   17, 4805, 8430,13655,12139
 3487, 2507,10136, 2221, 5846,16395, 1435, 9735,  353, 1376,10122,13107, 6105
  898, 1337, 8526,  481, 7855,13399, 4007,10890, 2448,  149,10280, 9992, 2504
   70,   14, 5246,   54, 8944,10707, 7383,11978, 5587,    9, 7237, 6445,  411
    3,    0, 1786,    0,10702, 7102,10143,11361, 9018,    0, 3367, 1535,   24
    0,    0,  164,    0,11363, 3079,12755, 8035,10967,    0,  918,  223,    0
    0,    0,    8,    0,10014,  637,15235, 4476,13393,    0,  198,   13,    0
    0,    0,    0,    0, 7582,   90,15639, 1345,14929,    0,    8,    0,    0
    0,    0,    0,    0, 4195,    0,13948,  150,14275,    0,    0,    0,    0
    0,    0,    0,    0, 1509,    0,10964,    7,11647,    0,    0,    0,    0
