voltage,timestamp,cb_settings,cb_pusm,ngood,maxgood,mingood,maxgood_index,mingood_index,third,third_index,used,used_index,used_phases,time,TID
float64,object,object,object,int64,int64,int64,int64,int64,int64,int64,int64,int64,object,datetime64[ns],float64
1.2,01Oct_153831,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 6 7 6 7 6 7 6 6],2022-10-01 15:38:47,277.12054166666667
1.32,01Oct_155243,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[2 8 2 2 2 3 3 3 2 3 2 3],2022-10-01 15:52:59,279.21504166666665
1.08,01Oct_160213,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 11  5  5  5  6  5  6  5  5  5  5],2022-10-01 16:02:37,280.6359583333333
1.2,01Oct_164209,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 6 7 6 7 6 7 6 6],2022-10-01 16:42:25,286.5064583333333
1.32,01Oct_165621,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[2 9 2 2 2 3 3 3 2 3 2 3],2022-10-01 16:56:37,288.60095833333327
1.08,01Oct_170514,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 11  5  5  5  6  5  6  5  5  5  5],2022-10-01 17:05:30,289.91125
1.2,01Oct_171410,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 6 7 6 7 6 7 6 6],2022-10-01 17:14:26,291.2289166666667
1.32,01Oct_172821,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  9  2  2  2  3  3  3  2 11  2  3],2022-10-01 17:28:38,293.3234166666667
1.08,01Oct_173715,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 11  5  5  5  6  5  6  5  5  5  5],2022-10-01 17:37:31,294.63370833333335
1.2,01Oct_174756,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[ 6 12  6  6  6  7  6  7  6  7  6  7],2022-10-01 17:48:12,296.2095
1.32,01Oct_180207,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[2 9 2 2 3 3 3 3 2 3 3 3],2022-10-01 18:02:24,298.304
1.08,01Oct_181101,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 12  5  5  5  6  5  6  5  5  5  5],2022-10-01 18:11:17,299.61429166666665
1.2,01Oct_181957,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[ 6 12  6  6  6  7  7  7  6  7  6  7],2022-10-01 18:20:13,300.93195833333334
1.32,01Oct_183417,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  9  2  2  3  3  3  3 10  3  3  3],2022-10-01 18:34:34,303.0485833333333
1.08,01Oct_184311,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 11  5  5  5  6  5  6  5  6  5  5],2022-10-01 18:43:27,304.358875
1.2,01Oct_185206,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[ 6 12  6  6  6  7  7  7  6  7  7  7],2022-10-01 18:52:23,305.67654166666665
1.32,01Oct_190627,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  9  3  2  3  3  3 12  2  3  3  3],2022-10-01 19:06:43,307.7907083333333
1.08,01Oct_191521,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 12  5  5  5  6  6  6  5  6  5  5],2022-10-01 19:15:37,309.1034583333333
1.2,01Oct_192503,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[ 6 12  6  6  6  7  7  8  6  7  7  7],2022-10-01 19:25:19,310.53420833333337
1.32,01Oct_193923,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 7],17,62,14,30,14,27,19,28,20,[ 2  9  3  2  3  3  3 12 10  3  3  3],2022-10-01 19:39:39,312.648375
1.08,01Oct_194827,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 12  5  5  5  6  6  6  5  6  5  5],2022-10-01 19:48:43,313.9857083333333
1.2,01Oct_195722,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[ 6 12  6  6  6  7  7  7  6  7  7  7],2022-10-01 19:57:39,315.30337499999996
1.32,01Oct_201209,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  9  3  2  3  3  3 11 10  3  3  3],2022-10-01 20:12:26,317.4839166666667
1.08,01Oct_202102,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 12  5  5  5  6  6  6  5  6  5  5],2022-10-01 20:21:19,318.7942083333333
1.2,01Oct_203154,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[ 6 12  6  6  7  7  7  7  6  7  6  7],2022-10-01 20:32:10,320.3945833333333
1.32,01Oct_204640,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  9  2  2  3  3  3 11  2  3  3  3],2022-10-01 20:46:57,322.57512499999996
1.08,01Oct_205534,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 12  5  5  5  6  6  6  5  6  5  6],2022-10-01 20:55:50,323.88541666666663
1.2,01Oct_210429,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 7 7 7 7 6 7 7 7],2022-10-01 21:04:46,325.2030833333333
1.32,01Oct_211850,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  2  3  2  3  3  3 11 10 11  3  3],2022-10-01 21:19:06,327.31725
1.08,01Oct_212801,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 12  5  5  5  6  6  6  5  6  5  6],2022-10-01 21:28:26,328.69391666666667
1.2,01Oct_213705,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 7 7 7 7 7 8 7 7],2022-10-01 21:37:22,330.0115833333333
1.32,01Oct_215126,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 7],17,62,14,30,14,27,19,28,20,[ 2  9  3  2  3  3  3 11 10 11  3  3],2022-10-01 21:51:42,332.12575
1.08,01Oct_220048,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[5 4 5 5 5 6 6 6 5 6 5 6],2022-10-01 22:01:12,333.527
1.2,01Oct_221040,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 7 6 7 7 7 7 6 7 7 7],2022-10-01 22:10:56,334.9626666666666
1.32,01Oct_224027,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 2  2  3  2  3  3  3  3  2 11  3  3],2022-10-01 22:40:43,339.3557083333333
1.08,01Oct_224957,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[5 4 5 5 5 6 6 7 5 6 5 6],2022-10-01 22:50:22,340.7790833333333
1.2,01Oct_225901,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 7 6 7 7 7 7 6 7 7 7],2022-10-01 22:59:18,342.09675
1.32,01Oct_231331,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,27,19,[ 2  2  3  2  3  3  3 11  2 11  3  3],2022-10-01 23:13:47,344.2330416666666
1.08,01Oct_232302,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[5 4 6 6 6 6 6 7 5 6 5 6],2022-10-01 23:23:19,345.6392083333333
1.2,01Oct_233158,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 7 6 7 7 7 7 6 7 7 7],2022-10-01 23:32:14,346.95441666666665
1.32,01Oct_234609,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 2  2  3  2  3  3  3  3  2 12  3  3],2022-10-01 23:46:26,349.0489166666666
1.08,01Oct_235548,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[5 4 6 5 6 6 6 7 5 6 5 6],2022-10-01 23:56:05,350.47229166666665
1.2,02Oct_000454,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[7 5 7 7 7 7 7 7 6 7 7 7],2022-10-02 00:05:10,351.81208333333336
1.32,02Oct_001905,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 2  2  3  2  3  4  3 11  2 12  3 11],2022-10-02 00:19:22,353.90658333333334
1.08,02Oct_002845,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[5 4 6 6 6 6 6 7 5 6 5 6],2022-10-02 00:29:09,355.349625
1.2,02Oct_003758,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 7 7 7 8 7 8 6 7 7 7],2022-10-02 00:38:14,356.68941666666666
1.32,02Oct_005245,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 2  2  3  3  3  3  3 12 10 11  3 11],2022-10-02 00:53:01,358.86995833333333
1.08,02Oct_010224,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[5 4 6 6 6 6 6 7 5 6 6 6],2022-10-02 01:02:49,360.31545833333337
1.2,02Oct_011138,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[7 5 7 7 7 8 7 8 6 8 7 7],2022-10-02 01:11:54,361.65525
1.32,02Oct_012550,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 2  2  3  2  3 11  3 12  2 12  3  3],2022-10-02 01:26:06,363.74975
1.08,02Oct_013529,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[5 4 6 6 6 7 6 7 6 6 6 6],2022-10-02 01:35:54,365.19525
1.2,02Oct_014444,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[7 5 7 7 7 8 7 8 7 8 7 7],2022-10-02 01:45:00,366.53749999999997
1.32,02Oct_015855,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 2  2  3  2  3  3  3  4  3 12  3 11],2022-10-02 01:59:11,368.6295416666666
1.08,02Oct_020834,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[6 4 6 6 6 7 6 7 6 6 6 6],2022-10-02 02:08:59,370.07504166666666
1.2,02Oct_021748,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[7 5 7 7 7 8 7 8 6 8 7 7],2022-10-02 02:18:05,371.4172916666667
1.32,02Oct_023200,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 2  2  3  3  3 11 11 12  2 12 11 11],2022-10-02 02:32:16,373.50933333333336
1.08,02Oct_024139,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 4 6 6 6 7 6 7 6 6 6 6],2022-10-02 02:42:04,374.9548333333333
1.2,02Oct_025053,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[7 5 7 7 7 8 7 8 7 8 7 7],2022-10-02 02:51:10,376.2970833333333
1.32,02Oct_030505,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2  3  3  3  4 11 12  3 12  3 11],2022-10-02 03:05:21,378.389125
1.08,02Oct_031408,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 4 6 6 6 7 6 7 6 6 6 6],2022-10-02 03:14:25,379.7264583333333
1.2,02Oct_032555,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[7 5 7 7 7 8 7 8 7 8 7 7],2022-10-02 03:26:19,381.4817083333333
1.32,02Oct_034014,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2  3  3  3 11 11 11  2 11  3 11],2022-10-02 03:40:31,383.5762083333333
1.08,02Oct_034918,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 4 6 6 6 7 6 7 6 7 6 6],2022-10-02 03:49:42,384.93075
1.2,02Oct_035826,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[7 5 7 7 7 8 7 8 7 8 7 7],2022-10-02 03:58:51,386.280375
1.32,02Oct_041246,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2  3  3 11  4 11 12 11 12 11 11],2022-10-02 04:13:02,388.37241666666665
1.08,02Oct_043741,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 4 6 6 6 7 6 7 6 7 6 6],2022-10-02 04:37:57,392.047625
1.2,02Oct_044642,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[7 5 7 7 7 8 7 8 7 8 7 7],2022-10-02 04:47:06,393.39725
1.32,02Oct_050101,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2  3  3  3  4 11 12  2 12  3 11],2022-10-02 05:01:18,395.49174999999997
1.08,02Oct_051005,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 5 6 6 6 7 6 7 6 7 6 6],2022-10-02 05:10:21,396.826625
1.2,02Oct_051906,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[7 5 7 7 7 8 7 8 7 8 7 7],2022-10-02 05:19:30,398.17625
1.32,02Oct_053325,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2  3  3 11 11 11 12  3 12  3 11],2022-10-02 05:33:42,400.27074999999996
1.08,02Oct_054229,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 5 6 6 6 7 7 7 6 7 6 6],2022-10-02 05:42:45,401.60562500000003
1.2,02Oct_055140,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[7 6 7 7 7 8 7 8 7 8 7 7],2022-10-02 05:52:04,402.9798333333333
1.32,02Oct_060610,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2  3  3 11 12 11  4  3  4  3 11],2022-10-02 06:06:26,405.0989166666667
1.08,02Oct_061513,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 5 6 6 6 7 7 7 6 7 6 6],2022-10-02 06:15:29,406.43379166666665
1.2,02Oct_062414,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[7 6 7 7 7 8 7 8 7 8 7 7],2022-10-02 06:24:38,407.78341666666665
1.32,02Oct_063844,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2  3  3 11  4 11  4  3  4 11 11],2022-10-02 06:39:00,409.90250000000003
1.08,02Oct_064747,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 5 6 6 6 7 7 7 6 7 6 6],2022-10-02 06:48:04,411.2398333333333
1.2,02Oct_065648,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[7 6 7 7 7 8 7 8 7 8 7 7],2022-10-02 06:57:12,412.587
1.32,02Oct_071118,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2 11  3 11 12 11 12  3  4 11 11],2022-10-02 07:11:34,414.7060833333333
1.2,02Oct_074921,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 7],18,120,15,32,15,29,21,29,21,[7 6 7 7 7 8 7 8 7 8 7 7],2022-10-02 07:49:38,420.3209166666667
1.32,02Oct_080356,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2 11  3 11 12  3  4  3  4  3 11],2022-10-02 08:04:12,422.4695
1.08,02Oct_081300,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 5 6 6 6 7 7 7 6 7 6 6],2022-10-02 08:13:17,423.80929166666664
1.2,02Oct_082448,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[7 6 7 7 7 8 7 8 7 8 7 7],2022-10-02 08:25:12,425.56699999999995
1.32,02Oct_083918,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2 11  3 11 12 11 12  3  4  3 11],2022-10-02 08:39:34,427.68608333333333
1.08,02Oct_084822,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 5 6 6 6 7 7 7 6 7 6 6],2022-10-02 08:48:38,429.02341666666666
1.2,02Oct_090009,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[7 6 7 7 7 8 7 8 7 8 7 7],2022-10-02 09:00:34,430.7835833333333
1.32,02Oct_091439,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2 11  3 11 12  3  4 11  4  3  3],2022-10-02 09:14:56,432.9026666666667
1.08,02Oct_092343,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 5 6 6 6 7 7 7 6 7 6 7],2022-10-02 09:23:59,434.23754166666663
1.2,02Oct_102726,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[7 6 7 7 7 8 7 8 7 8 7 8],2022-10-02 10:27:43,443.63820833333335
1.32,02Oct_104148,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2 11  3 11 12  3  4  3  4  3 11],2022-10-02 10:42:04,445.7548333333333
1.08,02Oct_105051,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,30,22,[6 5 7 7 7 7 7 7 7 7 7 7],2022-10-02 10:51:08,447.0921666666666
1.2,02Oct_110010,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[7 6 7 7 7 8 7 8 7 8 7 7],2022-10-02 11:00:26,448.46391666666665
