voltage,timestamp,cb_settings,cb_pusm,ngood,maxgood,mingood,maxgood_index,mingood_index,third,third_index,used,used_index,used_phases,time,TID
float64,object,object,object,int64,int64,int64,int64,int64,int64,int64,int64,int64,object,datetime64[ns],float64
1.08,30Sep_215611,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[11 10 11 11  3  4 11  4  3 12  3 11],2022-09-30 21:56:28,120.42883333333333
1.2,30Sep_222023,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 11  5  5  5  6  6  6  5  6  5  6],2022-09-30 22:20:39,123.995875
1.32,30Sep_223518,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[10  8  2  2  2  2 10  3  2  2  2 10],2022-09-30 22:35:35,126.19854166666667
1.08,30Sep_224412,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[11 10 11 11  3  4 12  4  3 12  3  4],2022-09-30 22:44:28,127.50883333333333
1.2,30Sep_225257,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  5  5  5  6  6  6  5  6  6  6],2022-09-30 22:53:14,128.80191666666667
1.32,30Sep_230709,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[10  8  2  2  9  3 10  3  2  2 10 10],2022-09-30 23:07:25,130.89395833333333
1.08,30Sep_231602,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[12 10  3  3  3  4 12  4  3 12  3 11],2022-09-30 23:16:19,132.20670833333332
1.2,30Sep_232448,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  5  5  5  6  6  6  5  6  5  6],2022-09-30 23:25:04,133.49733333333333
1.32,30Sep_233859,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8  2  2  2  3 10  3  2  2 10 10],2022-09-30 23:39:16,135.59183333333334
1.08,30Sep_234752,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[12 10  3  3  3  4 12  4  3 12  3 11],2022-09-30 23:48:09,136.90212499999998
1.2,30Sep_235638,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  6  5  5  6  6  6  5  6  5  6],2022-09-30 23:56:55,138.1952083333333
1.32,01Oct_001050,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[10  8 10  2  9  3 10  3 10  2 10 10],2022-10-01 00:11:06,140.28725
1.08,01Oct_001943,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[ 3  2  3  3  3  4 12  5  3 12  3 12],2022-10-01 00:19:59,141.59754166666667
1.2,01Oct_002828,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  6  5  5  6  6  6  5  6  5  6],2022-10-01 00:28:45,142.89062499999997
1.32,01Oct_004240,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[10  8 10 10 10  3 10  3 10  2 10 10],2022-10-01 00:42:56,144.98266666666666
1.08,01Oct_005133,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[ 3  2  4  4  3  4 12  5  3  4  3 12],2022-10-01 00:51:50,146.29541666666665
1.2,01Oct_010019,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  6  5  5  6  6  6  5  6  5  6],2022-10-01 01:00:35,147.58604166666666
1.32,01Oct_011431,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[10  8 10  2 10  3 10  3 10  2 10 10],2022-10-01 01:14:47,149.68054166666667
1.08,01Oct_012324,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[ 3  2  4  4 12  4 12  5  3  4  3 12],2022-10-01 01:23:40,150.9908333333333
1.2,01Oct_013210,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  6  5  5  6  6  6  5  6  6  6],2022-10-01 01:32:26,152.28391666666664
1.32,01Oct_014648,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10  2 10  3 10  3  9  2 10 10],2022-10-01 01:47:04,154.44233333333332
1.08,01Oct_015541,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[ 3  2  4  4 11  4 12  5  3  4 11 12],2022-10-01 01:55:58,155.75508333333332
1.2,01Oct_020427,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  6  5  6  6  6  6  5  6  5  6],2022-10-01 02:04:44,157.04816666666665
1.32,01Oct_021932,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10  2 10  3 10  3  2  2  2 10],2022-10-01 02:19:48,159.2705
1.08,01Oct_022825,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[ 4  2  4  4 12  5  4  5  3  4 11 12],2022-10-01 02:28:42,160.58325
1.2,01Oct_023711,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  6  5  6  6  6  6  5  6  6  6],2022-10-01 02:37:27,161.87387499999997
1.32,01Oct_025224,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10 10  9  3 10  3 10  2 10 10],2022-10-01 02:52:41,164.12079166666666
1.08,01Oct_030136,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[ 4  2  4  4 12  5  4  5  3  4  4 12],2022-10-01 03:01:52,165.4753333333333
1.2,01Oct_031021,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 7],17,62,14,30,14,27,19,28,20,[ 6 12  6  6  6  6  6  7  5  6  6  6],2022-10-01 03:10:38,166.76841666666664
1.32,01Oct_032443,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10 10 10  3 10  3  2  2 10 10],2022-10-01 03:24:59,168.88504166666667
1.08,01Oct_033336,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[ 3  2 12  4 12  5  4  5  3  4  4 12],2022-10-01 03:33:53,170.19779166666666
1.2,01Oct_034222,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  6  5  6  6  6  7  5  6  5  6],2022-10-01 03:42:38,171.48841666666667
1.32,01Oct_035736,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10 10 10  3 10  3  2  2 10 10],2022-10-01 03:57:52,173.73533333333333
1.08,01Oct_042205,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[ 4  2  4  4 12  5  4  5  4  4  4  4],2022-10-01 04:22:22,177.34908333333334
1.2,01Oct_043051,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 6 12  6  6  6  6  6  7  6  6  6  6],2022-10-01 04:31:07,178.63970833333332
1.32,01Oct_044502,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10  2 10  3 10  3 10  3 10 10],2022-10-01 04:45:19,180.73420833333333
1.08,01Oct_045356,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[ 4  2  4  4 12  5  4  5  4  4  4  4],2022-10-01 04:54:12,182.0445
1.2,01Oct_050242,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 5 12  6  6  6  6  6  6  6  6  6  6],2022-10-01 05:02:58,183.33758333333333
1.32,01Oct_051814,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10 10 10  3 10  3 10  3  2 10],2022-10-01 05:18:31,185.63120833333332
1.08,01Oct_052708,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[4 2 4 4 4 5 4 5 4 5 4 4],2022-10-01 05:27:24,186.94150000000002
1.2,01Oct_053554,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 6 12  6  6  6  6  6  7  6  6  6  6],2022-10-01 05:36:10,188.23458333333335
1.32,01Oct_055015,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10  2 10  3 10  3  2  3  2 10],2022-10-01 05:50:31,190.35120833333332
1.08,01Oct_055908,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[4 2 4 4 4 5 4 5 4 5 4 4],2022-10-01 05:59:25,191.66395833333334
1.2,01Oct_060754,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 6 12  6  6  6  6  6  7  6  6  6  6],2022-10-01 06:08:10,192.95458333333332
1.32,01Oct_062215,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10 10 10  3 10  3 10  3 10 10],2022-10-01 06:22:32,195.07366666666667
1.08,01Oct_063109,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[4 3 4 4 4 5 4 5 4 5 4 4],2022-10-01 06:31:25,196.3839583333333
1.2,01Oct_063954,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 6 12  6  6  6  6  6  7  5  6  6  6],2022-10-01 06:40:11,197.67704166666664
1.32,01Oct_065416,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10 10 10  3 10  3 10  3 10 10],2022-10-01 06:54:32,199.79366666666667
1.08,01Oct_070309,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[4 3 4 4 4 5 4 5 4 4 4 4],2022-10-01 07:03:26,201.10641666666666
1.2,01Oct_071155,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 6 12  6  6  6  6  6  7  6  6  6  6],2022-10-01 07:12:11,202.39704166666667
1.32,01Oct_072617,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10 10 10  3 10 11 10  3 10 10],2022-10-01 07:26:33,204.516125
1.08,01Oct_073510,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[12  3  4  4  4  5  4  5  4  5  4  4],2022-10-01 07:35:27,205.82887499999998
1.2,01Oct_074356,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 6 12  6  6  6  6  6  7  6  6  6  6],2022-10-01 07:44:13,207.12195833333334
1.32,01Oct_075818,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,61,13,29,13,26,18,26,18,[ 2  8 10 10 10  3 10 11 10  3 10 10],2022-10-01 07:58:34,209.2385833333333
1.08,01Oct_080712,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[12  3  4  4  4  5  5  5  4  5  4  4],2022-10-01 08:07:28,210.55133333333333
1.2,01Oct_081557,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[6 4 6 6 6 6 6 7 6 6 6 6],2022-10-01 08:16:14,211.84441666666666
1.32,01Oct_083019,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,62,13,30,13,27,19,27,19,[ 2  8 10 10 10  3 10  3 10  3 10 10],2022-10-01 08:30:36,213.96349999999998
1.08,01Oct_083923,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[12  3  4  4  4  5  5  5 12  5  4  4],2022-10-01 08:39:39,215.298375
1.2,01Oct_084809,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[6 4 6 6 6 7 6 7 6 7 6 6],2022-10-01 08:48:25,216.59145833333332
1.32,01Oct_090230,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,62,13,30,13,27,19,27,19,[ 2  8 10 10 10  3 10 11 10 11 10 10],2022-10-01 09:02:47,218.71054166666667
1.08,01Oct_091134,[24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],16,63,24,31,16,29,21,29,21,[12  3  4  4  4  5  5  5  4  5  4  4],2022-10-01 09:11:50,220.04541666666665
1.2,01Oct_092020,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 4 6 6 6 7 6 7 6 6 6 6],2022-10-01 09:20:36,221.3385
1.32,01Oct_093431,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,62,13,30,13,27,19,27,19,[ 2  8 10 10 10  3  2 11 10  3 10  2],2022-10-01 09:34:48,223.433
1.08,01Oct_094335,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[12  3  4  4  4  5  5  5  4  5  4  4],2022-10-01 09:43:52,224.7703333333333
1.2,01Oct_095231,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 7],17,63,15,31,15,28,20,29,21,[6 4 6 6 6 7 6 7 6 7 6 6],2022-10-01 09:52:48,226.088
1.32,01Oct_102252,[13 14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,62,13,30,13,27,19,27,19,[ 2  8 10  2 10  3  2 11  2  3 10  2],2022-10-01 10:23:08,230.56216666666666
1.08,01Oct_103156,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 4 11  4  4  4  5  5  5  4  5  4  5],2022-10-01 10:32:12,231.8995
1.2,01Oct_104052,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 4 6 6 6 7 6 7 6 7 6 6],2022-10-01 10:41:08,233.21716666666669
1.32,01Oct_105512,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 7],17,62,14,30,14,27,19,28,20,[ 2  8 10  2 10  3  2 11  2  3 10  2],2022-10-01 10:55:29,235.33379166666666
1.08,01Oct_110443,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 4 11  4  4  4  5  5  5  4  5  4  5],2022-10-01 11:05:07,236.75470833333333
1.2,01Oct_111346,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 4 6 6 6 7 6 7 6 7 6 6],2022-10-01 11:14:03,238.072375
1.32,01Oct_112758,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  8 10  2 10  3  2 11 10  3 10  2],2022-10-01 11:28:14,240.16441666666665
1.08,01Oct_113651,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 4 11  4  4  5  5  5  5  4  5  4  5],2022-10-01 11:37:08,241.47716666666665
1.2,01Oct_114644,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 4 6 6 6 7 6 7 6 7 6 6],2022-10-01 11:47:00,242.93249999999998
1.32,01Oct_120131,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  8 10  2 10 11  2 11  2  3 10  2],2022-10-01 12:01:47,245.11304166666667
1.08,01Oct_121042,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 4 11  5  5  5  5  5  5  4  5  4 12],2022-10-01 12:10:59,246.47004166666667
1.2,01Oct_121938,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 6 7 6 7 6 7 6 6],2022-10-01 12:19:55,247.7877083333333
1.32,01Oct_123350,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  8 10 10 10  3  2 11  2  3 10  2],2022-10-01 12:34:06,249.87974999999997
1.08,01Oct_124302,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 4 11  5  5  5  5  5  5  5  5  5 12],2022-10-01 12:43:26,251.25641666666664
1.2,01Oct_125205,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 4 6 6 6 7 6 7 6 7 6 6],2022-10-01 12:52:22,252.57408333333333
1.32,01Oct_130701,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  8  2  2 10 11  2 11 10 11  2  2],2022-10-01 13:07:18,254.77675
1.08,01Oct_131630,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 4 11  5  5  5  5  5  5  5  5  5 12],2022-10-01 13:16:54,256.19275
1.2,01Oct_132534,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 6 7 6 7 6 7 6 6],2022-10-01 13:25:50,257.51041666666663
1.32,01Oct_133945,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  8  2  2 10  3  2  3 10  3  2  2],2022-10-01 13:40:01,259.60245833333335
1.08,01Oct_134905,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 4 11  5  5  5  5  5  5  5  5  5  5],2022-10-01 13:49:30,261.00124999999997
1.2,01Oct_135819,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 6 7 6 7 6 7 6 6],2022-10-01 13:58:35,262.3410416666667
1.32,01Oct_141231,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  8  2  2  2 11  2  3  2 11  2  2],2022-10-01 14:12:47,264.43554166666667
1.08,01Oct_142200,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 4 11  5  5  5  5  5  6  5  5  5  5],2022-10-01 14:22:24,265.854
1.2,01Oct_143150,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 6 7 6 7 6 7 6 6],2022-10-01 14:32:06,267.28475
1.32,01Oct_144601,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  8  2  2  2 11  2  3  2 11  2  3],2022-10-01 14:46:18,269.37924999999996
1.08,01Oct_145530,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[ 5 11  5  5  5  6  5  6  5  5  5  5],2022-10-01 14:55:55,270.79770833333333
1.2,01Oct_150434,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[6 5 6 6 6 7 6 7 6 7 6 6],2022-10-01 15:04:51,272.115375
1.32,01Oct_151846,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,62,14,30,14,27,19,27,19,[ 2  9  2  2  2 11  3  3  2 11  2  3],2022-10-01 15:19:02,274.20741666666663
1.08,01Oct_152740,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[5 3 5 5 5 6 5 6 5 5 5 5],2022-10-01 15:27:56,275.5201666666666
