time,TID,voltage,current,temp,rtd,nComp,nErr,errRate,isI2C
datetime64[ns],float64,float32,float32,float32,float32,float32,float32,float32,bool
2022-09-28 18:17:48,284.02213333333333,1.190000057220459,0.32589998841285706,-13.423100471496582,948.3200073242188,15604203.0,0.0,0.0,False
2022-09-28 18:28:15,284.98179166666665,1.2000000476837158,0.3260999917984009,-13.512100219726562,947.97998046875,416423936.0,416423936.0,1.0,False
2022-09-28 18:28:34,285.0108722222222,1.2000000476837158,0.3260999917984009,-13.554900169372559,947.8099975585938,416611840.0,416611840.0,1.0,False
2022-09-28 18:28:53,285.0399527777777,1.190000057220459,0.3260999917984009,-13.524200439453125,947.9299926757812,416709536.0,416709536.0,1.0,False
2022-09-28 18:30:48,285.21596666666665,1.2000000476837158,0.3260999917984009,-13.458100318908691,948.1900024414062,416638304.0,0.0,0.0,False
2022-09-28 18:30:59,285.23280277777775,1.190000057220459,0.3260999917984009,-13.442999839782715,948.239990234375,833161280.0,0.0,0.0,False
2022-09-28 18:31:09,285.2481083333333,1.2000000476837158,0.3260999917984009,-13.447099685668945,948.22998046875,1249490688.0,0.0,0.0,False
2022-09-28 18:31:20,285.26494444444444,1.190000057220459,0.3260999917984009,-13.491600036621094,948.0599975585938,1703727104.0,0.0,0.0,True
2022-09-28 18:31:31,285.28178055555554,1.2000000476837158,0.3260999917984009,-13.521900177001953,947.9400024414062,2120054400.0,0.0,0.0,False
2022-09-28 18:31:41,285.29708611111107,1.190000057220459,0.3260999917984009,-13.477399826049805,948.1099853515625,2536413696.0,0.0,0.0,False
2022-09-28 18:31:52,285.3139222222222,1.2000000476837158,0.3260999917984009,-13.433799743652344,948.280029296875,2952817664.0,0.0,0.0,False
2022-09-28 18:32:02,285.32922777777776,1.2000000476837158,0.3260999917984009,-13.45359992980957,948.2000122070312,3369194752.0,0.0,0.0,False
2022-09-28 18:32:12,285.34453333333335,1.190000057220459,0.3260999917984009,-13.420299530029297,948.3300170898438,3785546752.0,0.0,0.0,False
2022-09-28 18:32:24,285.36289999999997,1.2000000476837158,0.3260999917984009,-13.377599716186523,948.5,4237678080.0,0.0,0.0,True
2022-09-28 18:32:34,285.37820555555555,1.190000057220459,0.3260999917984009,-13.430800437927246,948.2899780273438,359200736.0,0.0,0.0,False
2022-09-28 18:32:44,285.3935111111111,1.2000000476837158,0.3260999917984009,-13.387499809265137,948.4600219726562,775626304.0,0.0,0.0,False
2022-09-28 18:32:55,285.41034722222224,1.190000057220459,0.3260999917984009,-13.456399917602539,948.1900024414062,1191953536.0,0.0,0.0,False
2022-09-28 18:33:05,285.42565277777777,1.2000000476837158,0.3260999917984009,-13.423100471496582,948.3200073242188,1608283648.0,0.0,0.0,False
2022-09-28 18:33:16,285.4424888888889,1.190000057220459,0.3260999917984009,-13.408100128173828,948.3800048828125,2024640768.0,0.0,0.0,False
