255,255, 40,255, 23,  0,  0,  0,  7,  0,  1,  0
255,255,255,255,255, 98,255, 19,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  0,255,255,255,255,255,255,255,255,255,255
  0,  0, 50, 20, 35,255,255,255,  0,255,  0,255
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0, 38,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
  0,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,255,255,255,  0, 90,  0,151,  0,241,174
255,255,255,255,255,237,255, 11,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255,  0,255,255,255,255,255,255,255,255,255,255
 61,  0, 22,137, 70,255,255,255,  0,255,  0,122
  0,  0,  0,  0,  0,  6,  0, 56,  0,  0,  0,  0
  0,167,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
