255,255, 68,255, 40,  0,  0,  0,227,  0,255,  2
255,255,255,255,255,156,255,189,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 43,255,255,255,255,255,255,255,255,255,255
 36,  0,255,255,255,255,255,255, 59,255,255,255
  0,  0,  9,  9, 13,232, 52, 61,  0, 42, 25, 18
  0, 44,  0,  0,  0,  4,  2,  0,  0,  1,  0,  0
  2,255,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
255,255,255,255,255,  0,  1,  0,255,  1,255,255
255,255,255,255,255, 88,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255
255, 99,255,255,255,255,255,255,255,255,255,255
 34,  2,255,255,255,255,255,255,135,255,255,255
  7,  0, 30, 39, 38,255,255,135, 37,123, 52, 39
  0,114,  0,  0,  0, 16,  8,  0,  0,  0,  0,  0
